slug,name,season,team
jefferi01,Richard Jefferson,2010,SAN ANTONIO SPURS
jefferi01,Richard Jefferson,2011,SAN ANTONIO SPURS
jefferi01,Richard Jefferson,2012,TOT
jefferi01,Richard Jefferson,2012,SAN ANTONIO SPURS
jefferi01,Richard Jefferson,2012,GOLDEN STATE WARRIORS
jefferi01,Richard Jefferson,2013,GOLDEN STATE WARRIORS
jefferi01,Richard Jefferson,2014,UTAH JAZZ
jefferi01,Richard Jefferson,2015,DALLAS MAVERICKS
jefferi01,Richard Jefferson,2016,CLEVELAND CAVALIERS
jefferi01,Richard Jefferson,2017,CLEVELAND CAVALIERS
jefferi01,Richard Jefferson,2018,DENVER NUGGETS
oquinky01,Kyle O'Quinn,2013,ORLANDO MAGIC
oquinky01,Kyle O'Quinn,2014,ORLANDO MAGIC
oquinky01,Kyle O'Quinn,2015,ORLANDO MAGIC
oquinky01,Kyle O'Quinn,2016,NEW YORK KNICKS
oquinky01,Kyle O'Quinn,2017,NEW YORK KNICKS
oquinky01,Kyle O'Quinn,2018,NEW YORK KNICKS
oquinky01,Kyle O'Quinn,2019,INDIANA PACERS
paytoel01,Elfrid Payton,2015,ORLANDO MAGIC
paytoel01,Elfrid Payton,2016,ORLANDO MAGIC
paytoel01,Elfrid Payton,2017,ORLANDO MAGIC
paytoel01,Elfrid Payton,2018,TOT
paytoel01,Elfrid Payton,2018,ORLANDO MAGIC
paytoel01,Elfrid Payton,2018,PHOENIX SUNS
paytoel01,Elfrid Payton,2019,NEW ORLEANS PELICANS
pricero01,Ronnie Price,2006,SACRAMENTO KINGS
pricero01,Ronnie Price,2007,SACRAMENTO KINGS
pricero01,Ronnie Price,2008,UTAH JAZZ
pricero01,Ronnie Price,2009,UTAH JAZZ
pricero01,Ronnie Price,2010,UTAH JAZZ
pricero01,Ronnie Price,2011,UTAH JAZZ
pricero01,Ronnie Price,2012,PHOENIX SUNS
pricero01,Ronnie Price,2013,PORTLAND TRAIL BLAZERS
pricero01,Ronnie Price,2014,ORLANDO MAGIC
pricero01,Ronnie Price,2015,LOS ANGELES LAKERS
pricero01,Ronnie Price,2016,PHOENIX SUNS
pricero01,Ronnie Price,2017,PHOENIX SUNS
papanko01,Kostas Papanikolaou,2015,HOUSTON ROCKETS
papanko01,Kostas Papanikolaou,2016,DENVER NUGGETS
linje01,Jeremy Lin,2011,GOLDEN STATE WARRIORS
linje01,Jeremy Lin,2012,NEW YORK KNICKS
linje01,Jeremy Lin,2013,HOUSTON ROCKETS
linje01,Jeremy Lin,2014,HOUSTON ROCKETS
linje01,Jeremy Lin,2015,LOS ANGELES LAKERS
linje01,Jeremy Lin,2016,CHARLOTTE HORNETS
linje01,Jeremy Lin,2017,BROOKLYN NETS
linje01,Jeremy Lin,2018,BROOKLYN NETS
linje01,Jeremy Lin,2019,TOT
linje01,Jeremy Lin,2019,ATLANTA HAWKS
linje01,Jeremy Lin,2019,TORONTO RAPTORS
crowdja01,Jae Crowder,2013,DALLAS MAVERICKS
crowdja01,Jae Crowder,2014,DALLAS MAVERICKS
crowdja01,Jae Crowder,2015,TOT
crowdja01,Jae Crowder,2015,DALLAS MAVERICKS
crowdja01,Jae Crowder,2015,BOSTON CELTICS
crowdja01,Jae Crowder,2016,BOSTON CELTICS
crowdja01,Jae Crowder,2017,BOSTON CELTICS
crowdja01,Jae Crowder,2018,TOT
crowdja01,Jae Crowder,2018,CLEVELAND CAVALIERS
crowdja01,Jae Crowder,2018,UTAH JAZZ
crowdja01,Jae Crowder,2019,UTAH JAZZ
dedmode01,Dewayne Dedmon,2014,TOT
dedmode01,Dewayne Dedmon,2014,GOLDEN STATE WARRIORS
dedmode01,Dewayne Dedmon,2014,PHILADELPHIA 76ERS
dedmode01,Dewayne Dedmon,2014,ORLANDO MAGIC
dedmode01,Dewayne Dedmon,2015,ORLANDO MAGIC
dedmode01,Dewayne Dedmon,2016,ORLANDO MAGIC
dedmode01,Dewayne Dedmon,2017,SAN ANTONIO SPURS
dedmode01,Dewayne Dedmon,2018,ATLANTA HAWKS
dedmode01,Dewayne Dedmon,2019,ATLANTA HAWKS
marblde01,Devyn Marble,2015,ORLANDO MAGIC
marblde01,Devyn Marble,2016,ORLANDO MAGIC
fournev01,Evan Fournier,2013,DENVER NUGGETS
fournev01,Evan Fournier,2014,DENVER NUGGETS
fournev01,Evan Fournier,2015,ORLANDO MAGIC
fournev01,Evan Fournier,2016,ORLANDO MAGIC
fournev01,Evan Fournier,2017,ORLANDO MAGIC
fournev01,Evan Fournier,2018,ORLANDO MAGIC
fournev01,Evan Fournier,2019,ORLANDO MAGIC
motiedo01,Donatas Motiejunas,2013,HOUSTON ROCKETS
motiedo01,Donatas Motiejunas,2014,HOUSTON ROCKETS
motiedo01,Donatas Motiejunas,2015,HOUSTON ROCKETS
motiedo01,Donatas Motiejunas,2016,HOUSTON ROCKETS
motiedo01,Donatas Motiejunas,2017,NEW ORLEANS PELICANS
motiedo01,Donatas Motiejunas,2018,Did Not Play
motiedo01,Donatas Motiejunas,2019,SAN ANTONIO SPURS
johnswe01,Wesley Johnson,2011,MINNESOTA TIMBERWOLVES
johnswe01,Wesley Johnson,2012,MINNESOTA TIMBERWOLVES
johnswe01,Wesley Johnson,2013,PHOENIX SUNS
johnswe01,Wesley Johnson,2014,LOS ANGELES LAKERS
johnswe01,Wesley Johnson,2015,LOS ANGELES LAKERS
johnswe01,Wesley Johnson,2016,LOS ANGELES CLIPPERS
johnswe01,Wesley Johnson,2017,LOS ANGELES CLIPPERS
johnswe01,Wesley Johnson,2018,LOS ANGELES CLIPPERS
johnswe01,Wesley Johnson,2019,TOT
johnswe01,Wesley Johnson,2019,NEW ORLEANS PELICANS
johnswe01,Wesley Johnson,2019,WASHINGTON WIZARDS
henryxa01,Xavier Henry,2011,MEMPHIS GRIZZLIES
henryxa01,Xavier Henry,2012,NEW ORLEANS HORNETS
henryxa01,Xavier Henry,2013,NEW ORLEANS HORNETS
henryxa01,Xavier Henry,2014,LOS ANGELES LAKERS
henryxa01,Xavier Henry,2015,LOS ANGELES LAKERS
parsoch01,Chandler Parsons,2012,HOUSTON ROCKETS
parsoch01,Chandler Parsons,2013,HOUSTON ROCKETS
parsoch01,Chandler Parsons,2014,HOUSTON ROCKETS
parsoch01,Chandler Parsons,2015,DALLAS MAVERICKS
parsoch01,Chandler Parsons,2016,DALLAS MAVERICKS
parsoch01,Chandler Parsons,2017,MEMPHIS GRIZZLIES
parsoch01,Chandler Parsons,2018,MEMPHIS GRIZZLIES
parsoch01,Chandler Parsons,2019,MEMPHIS GRIZZLIES
baynear01,Aron Baynes,2013,SAN ANTONIO SPURS
baynear01,Aron Baynes,2014,SAN ANTONIO SPURS
baynear01,Aron Baynes,2015,SAN ANTONIO SPURS
baynear01,Aron Baynes,2016,DETROIT PISTONS
baynear01,Aron Baynes,2017,DETROIT PISTONS
baynear01,Aron Baynes,2018,BOSTON CELTICS
baynear01,Aron Baynes,2019,BOSTON CELTICS
ajincal01,Alexis Ajinca,2009,CHARLOTTE BOBCATS
ajincal01,Alexis Ajinca,2010,CHARLOTTE BOBCATS
ajincal01,Alexis Ajinca,2011,TOT
ajincal01,Alexis Ajinca,2011,DALLAS MAVERICKS
ajincal01,Alexis Ajinca,2011,TORONTO RAPTORS
ajincal01,Alexis Ajinca,2012,Did Not Play
ajincal01,Alexis Ajinca,2013,Did Not Play
ajincal01,Alexis Ajinca,2014,NEW ORLEANS PELICANS
ajincal01,Alexis Ajinca,2015,NEW ORLEANS PELICANS
ajincal01,Alexis Ajinca,2016,NEW ORLEANS PELICANS
ajincal01,Alexis Ajinca,2017,NEW ORLEANS PELICANS
canaais01,Isaiah Canaan,2014,HOUSTON ROCKETS
canaais01,Isaiah Canaan,2015,TOT
canaais01,Isaiah Canaan,2015,HOUSTON ROCKETS
canaais01,Isaiah Canaan,2015,PHILADELPHIA 76ERS
canaais01,Isaiah Canaan,2016,PHILADELPHIA 76ERS
canaais01,Isaiah Canaan,2017,CHICAGO BULLS
canaais01,Isaiah Canaan,2018,TOT
canaais01,Isaiah Canaan,2018,HOUSTON ROCKETS
canaais01,Isaiah Canaan,2018,PHOENIX SUNS
canaais01,Isaiah Canaan,2019,TOT
canaais01,Isaiah Canaan,2019,PHOENIX SUNS
canaais01,Isaiah Canaan,2019,MINNESOTA TIMBERWOLVES
canaais01,Isaiah Canaan,2019,MILWAUKEE BUCKS
salmojo01,John Salmons,2003,PHILADELPHIA 76ERS
salmojo01,John Salmons,2004,PHILADELPHIA 76ERS
salmojo01,John Salmons,2005,PHILADELPHIA 76ERS
salmojo01,John Salmons,2006,PHILADELPHIA 76ERS
salmojo01,John Salmons,2007,SACRAMENTO KINGS
salmojo01,John Salmons,2008,SACRAMENTO KINGS
salmojo01,John Salmons,2009,TOT
salmojo01,John Salmons,2009,SACRAMENTO KINGS
salmojo01,John Salmons,2009,CHICAGO BULLS
salmojo01,John Salmons,2010,TOT
salmojo01,John Salmons,2010,CHICAGO BULLS
salmojo01,John Salmons,2010,MILWAUKEE BUCKS
salmojo01,John Salmons,2011,MILWAUKEE BUCKS
salmojo01,John Salmons,2012,SACRAMENTO KINGS
salmojo01,John Salmons,2013,SACRAMENTO KINGS
salmojo01,John Salmons,2014,TOT
salmojo01,John Salmons,2014,SACRAMENTO KINGS
salmojo01,John Salmons,2014,TORONTO RAPTORS
salmojo01,John Salmons,2015,NEW ORLEANS PELICANS
greenwi01,Willie Green,2004,PHILADELPHIA 76ERS
greenwi01,Willie Green,2005,PHILADELPHIA 76ERS
greenwi01,Willie Green,2006,PHILADELPHIA 76ERS
greenwi01,Willie Green,2007,PHILADELPHIA 76ERS
greenwi01,Willie Green,2008,PHILADELPHIA 76ERS
greenwi01,Willie Green,2009,PHILADELPHIA 76ERS
greenwi01,Willie Green,2010,PHILADELPHIA 76ERS
greenwi01,Willie Green,2011,NEW ORLEANS HORNETS
greenwi01,Willie Green,2012,ATLANTA HAWKS
greenwi01,Willie Green,2013,LOS ANGELES CLIPPERS
greenwi01,Willie Green,2014,LOS ANGELES CLIPPERS
greenwi01,Willie Green,2015,ORLANDO MAGIC
gordobe01,Ben Gordon,2005,CHICAGO BULLS
gordobe01,Ben Gordon,2006,CHICAGO BULLS
gordobe01,Ben Gordon,2007,CHICAGO BULLS
gordobe01,Ben Gordon,2008,CHICAGO BULLS
gordobe01,Ben Gordon,2009,CHICAGO BULLS
gordobe01,Ben Gordon,2010,DETROIT PISTONS
gordobe01,Ben Gordon,2011,DETROIT PISTONS
gordobe01,Ben Gordon,2012,DETROIT PISTONS
gordobe01,Ben Gordon,2013,CHARLOTTE BOBCATS
gordobe01,Ben Gordon,2014,CHARLOTTE BOBCATS
gordobe01,Ben Gordon,2015,ORLANDO MAGIC
babbilu01,Luke Babbitt,2011,PORTLAND TRAIL BLAZERS
babbilu01,Luke Babbitt,2012,PORTLAND TRAIL BLAZERS
babbilu01,Luke Babbitt,2013,PORTLAND TRAIL BLAZERS
babbilu01,Luke Babbitt,2014,NEW ORLEANS PELICANS
babbilu01,Luke Babbitt,2015,NEW ORLEANS PELICANS
babbilu01,Luke Babbitt,2016,NEW ORLEANS PELICANS
babbilu01,Luke Babbitt,2017,MIAMI HEAT
babbilu01,Luke Babbitt,2018,TOT
babbilu01,Luke Babbitt,2018,ATLANTA HAWKS
babbilu01,Luke Babbitt,2018,MIAMI HEAT
blackta01,Tarik Black,2015,TOT
blackta01,Tarik Black,2015,HOUSTON ROCKETS
blackta01,Tarik Black,2015,LOS ANGELES LAKERS
blackta01,Tarik Black,2016,LOS ANGELES LAKERS
blackta01,Tarik Black,2017,LOS ANGELES LAKERS
blackta01,Tarik Black,2018,HOUSTON ROCKETS
smithgr02,Greg Smith,2012,HOUSTON ROCKETS
smithgr02,Greg Smith,2013,HOUSTON ROCKETS
smithgr02,Greg Smith,2014,HOUSTON ROCKETS
smithgr02,Greg Smith,2015,DALLAS MAVERICKS
smithgr02,Greg Smith,2016,MINNESOTA TIMBERWOLVES
witheje01,Jeff Withey,2014,NEW ORLEANS PELICANS
witheje01,Jeff Withey,2015,NEW ORLEANS PELICANS
witheje01,Jeff Withey,2016,UTAH JAZZ
witheje01,Jeff Withey,2017,UTAH JAZZ
witheje01,Jeff Withey,2018,DALLAS MAVERICKS
sacrero01,Robert Sacre,2013,LOS ANGELES LAKERS
sacrero01,Robert Sacre,2014,LOS ANGELES LAKERS
sacrero01,Robert Sacre,2015,LOS ANGELES LAKERS
sacrero01,Robert Sacre,2016,LOS ANGELES LAKERS
fredeji01,Jimmer Fredette,2012,SACRAMENTO KINGS
fredeji01,Jimmer Fredette,2013,SACRAMENTO KINGS
fredeji01,Jimmer Fredette,2014,TOT
fredeji01,Jimmer Fredette,2014,SACRAMENTO KINGS
fredeji01,Jimmer Fredette,2014,CHICAGO BULLS
fredeji01,Jimmer Fredette,2015,NEW ORLEANS PELICANS
fredeji01,Jimmer Fredette,2016,TOT
fredeji01,Jimmer Fredette,2016,NEW ORLEANS PELICANS
fredeji01,Jimmer Fredette,2016,NEW YORK KNICKS
fredeji01,Jimmer Fredette,2017,Did Not Play
fredeji01,Jimmer Fredette,2018,Did Not Play
fredeji01,Jimmer Fredette,2019,PHOENIX SUNS
ridnolu01,Luke Ridnour,2004,SEATTLE SUPERSONICS
ridnolu01,Luke Ridnour,2005,SEATTLE SUPERSONICS
ridnolu01,Luke Ridnour,2006,SEATTLE SUPERSONICS
ridnolu01,Luke Ridnour,2007,SEATTLE SUPERSONICS
ridnolu01,Luke Ridnour,2008,SEATTLE SUPERSONICS
ridnolu01,Luke Ridnour,2009,MILWAUKEE BUCKS
ridnolu01,Luke Ridnour,2010,MILWAUKEE BUCKS
ridnolu01,Luke Ridnour,2011,MINNESOTA TIMBERWOLVES
ridnolu01,Luke Ridnour,2012,MINNESOTA TIMBERWOLVES
ridnolu01,Luke Ridnour,2013,MINNESOTA TIMBERWOLVES
ridnolu01,Luke Ridnour,2014,TOT
ridnolu01,Luke Ridnour,2014,MILWAUKEE BUCKS
ridnolu01,Luke Ridnour,2014,CHARLOTTE BOBCATS
ridnolu01,Luke Ridnour,2015,ORLANDO MAGIC
aminual01,Al-Farouq Aminu,2011,LOS ANGELES CLIPPERS
aminual01,Al-Farouq Aminu,2012,NEW ORLEANS HORNETS
aminual01,Al-Farouq Aminu,2013,NEW ORLEANS HORNETS
aminual01,Al-Farouq Aminu,2014,NEW ORLEANS PELICANS
aminual01,Al-Farouq Aminu,2015,DALLAS MAVERICKS
aminual01,Al-Farouq Aminu,2016,PORTLAND TRAIL BLAZERS
aminual01,Al-Farouq Aminu,2017,PORTLAND TRAIL BLAZERS
aminual01,Al-Farouq Aminu,2018,PORTLAND TRAIL BLAZERS
aminual01,Al-Farouq Aminu,2019,PORTLAND TRAIL BLAZERS
randlju01,Julius Randle,2015,LOS ANGELES LAKERS
randlju01,Julius Randle,2016,LOS ANGELES LAKERS
randlju01,Julius Randle,2017,LOS ANGELES LAKERS
randlju01,Julius Randle,2018,LOS ANGELES LAKERS
randlju01,Julius Randle,2019,NEW ORLEANS PELICANS
bonnema01,Matt Bonner,2005,TORONTO RAPTORS
bonnema01,Matt Bonner,2006,TORONTO RAPTORS
bonnema01,Matt Bonner,2007,SAN ANTONIO SPURS
bonnema01,Matt Bonner,2008,SAN ANTONIO SPURS
bonnema01,Matt Bonner,2009,SAN ANTONIO SPURS
bonnema01,Matt Bonner,2010,SAN ANTONIO SPURS
bonnema01,Matt Bonner,2011,SAN ANTONIO SPURS
bonnema01,Matt Bonner,2012,SAN ANTONIO SPURS
bonnema01,Matt Bonner,2013,SAN ANTONIO SPURS
bonnema01,Matt Bonner,2014,SAN ANTONIO SPURS
bonnema01,Matt Bonner,2015,SAN ANTONIO SPURS
bonnema01,Matt Bonner,2016,SAN ANTONIO SPURS
danietr01,Troy Daniels,2014,HOUSTON ROCKETS
danietr01,Troy Daniels,2015,TOT
danietr01,Troy Daniels,2015,HOUSTON ROCKETS
danietr01,Troy Daniels,2015,MINNESOTA TIMBERWOLVES
danietr01,Troy Daniels,2015,CHARLOTTE HORNETS
danietr01,Troy Daniels,2016,CHARLOTTE HORNETS
danietr01,Troy Daniels,2017,MEMPHIS GRIZZLIES
danietr01,Troy Daniels,2018,PHOENIX SUNS
danietr01,Troy Daniels,2019,PHOENIX SUNS
gasolma01,Marc Gasol,2009,MEMPHIS GRIZZLIES
gasolma01,Marc Gasol,2010,MEMPHIS GRIZZLIES
gasolma01,Marc Gasol,2011,MEMPHIS GRIZZLIES
gasolma01,Marc Gasol,2012,MEMPHIS GRIZZLIES
gasolma01,Marc Gasol,2013,MEMPHIS GRIZZLIES
gasolma01,Marc Gasol,2014,MEMPHIS GRIZZLIES
gasolma01,Marc Gasol,2015,MEMPHIS GRIZZLIES
gasolma01,Marc Gasol,2016,MEMPHIS GRIZZLIES
gasolma01,Marc Gasol,2017,MEMPHIS GRIZZLIES
gasolma01,Marc Gasol,2018,MEMPHIS GRIZZLIES
gasolma01,Marc Gasol,2019,TOT
gasolma01,Marc Gasol,2019,MEMPHIS GRIZZLIES
gasolma01,Marc Gasol,2019,TORONTO RAPTORS
westbru01,Russell Westbrook,2009,OKLAHOMA CITY THUNDER
westbru01,Russell Westbrook,2010,OKLAHOMA CITY THUNDER
westbru01,Russell Westbrook,2011,OKLAHOMA CITY THUNDER
westbru01,Russell Westbrook,2012,OKLAHOMA CITY THUNDER
westbru01,Russell Westbrook,2013,OKLAHOMA CITY THUNDER
westbru01,Russell Westbrook,2014,OKLAHOMA CITY THUNDER
westbru01,Russell Westbrook,2015,OKLAHOMA CITY THUNDER
westbru01,Russell Westbrook,2016,OKLAHOMA CITY THUNDER
westbru01,Russell Westbrook,2017,OKLAHOMA CITY THUNDER
westbru01,Russell Westbrook,2018,OKLAHOMA CITY THUNDER
westbru01,Russell Westbrook,2019,OKLAHOMA CITY THUNDER
boshch01,Chris Bosh,2004,TORONTO RAPTORS
boshch01,Chris Bosh,2005,TORONTO RAPTORS
boshch01,Chris Bosh,2006,TORONTO RAPTORS
boshch01,Chris Bosh,2007,TORONTO RAPTORS
boshch01,Chris Bosh,2008,TORONTO RAPTORS
boshch01,Chris Bosh,2009,TORONTO RAPTORS
boshch01,Chris Bosh,2010,TORONTO RAPTORS
boshch01,Chris Bosh,2011,MIAMI HEAT
boshch01,Chris Bosh,2012,MIAMI HEAT
boshch01,Chris Bosh,2013,MIAMI HEAT
boshch01,Chris Bosh,2014,MIAMI HEAT
boshch01,Chris Bosh,2015,MIAMI HEAT
boshch01,Chris Bosh,2016,MIAMI HEAT
gibsota01,Taj Gibson,2010,CHICAGO BULLS
gibsota01,Taj Gibson,2011,CHICAGO BULLS
gibsota01,Taj Gibson,2012,CHICAGO BULLS
gibsota01,Taj Gibson,2013,CHICAGO BULLS
gibsota01,Taj Gibson,2014,CHICAGO BULLS
gibsota01,Taj Gibson,2015,CHICAGO BULLS
gibsota01,Taj Gibson,2016,CHICAGO BULLS
gibsota01,Taj Gibson,2017,TOT
gibsota01,Taj Gibson,2017,CHICAGO BULLS
gibsota01,Taj Gibson,2017,OKLAHOMA CITY THUNDER
gibsota01,Taj Gibson,2018,MINNESOTA TIMBERWOLVES
gibsota01,Taj Gibson,2019,MINNESOTA TIMBERWOLVES
youngth01,Thaddeus Young,2008,PHILADELPHIA 76ERS
youngth01,Thaddeus Young,2009,PHILADELPHIA 76ERS
youngth01,Thaddeus Young,2010,PHILADELPHIA 76ERS
youngth01,Thaddeus Young,2011,PHILADELPHIA 76ERS
youngth01,Thaddeus Young,2012,PHILADELPHIA 76ERS
youngth01,Thaddeus Young,2013,PHILADELPHIA 76ERS
youngth01,Thaddeus Young,2014,PHILADELPHIA 76ERS
youngth01,Thaddeus Young,2015,TOT
youngth01,Thaddeus Young,2015,MINNESOTA TIMBERWOLVES
youngth01,Thaddeus Young,2015,BROOKLYN NETS
youngth01,Thaddeus Young,2016,BROOKLYN NETS
youngth01,Thaddeus Young,2017,INDIANA PACERS
youngth01,Thaddeus Young,2018,INDIANA PACERS
youngth01,Thaddeus Young,2019,INDIANA PACERS
hibbero01,Roy Hibbert,2009,INDIANA PACERS
hibbero01,Roy Hibbert,2010,INDIANA PACERS
hibbero01,Roy Hibbert,2011,INDIANA PACERS
hibbero01,Roy Hibbert,2012,INDIANA PACERS
hibbero01,Roy Hibbert,2013,INDIANA PACERS
hibbero01,Roy Hibbert,2014,INDIANA PACERS
hibbero01,Roy Hibbert,2015,INDIANA PACERS
hibbero01,Roy Hibbert,2016,LOS ANGELES LAKERS
hibbero01,Roy Hibbert,2017,TOT
hibbero01,Roy Hibbert,2017,CHARLOTTE HORNETS
hibbero01,Roy Hibbert,2017,DENVER NUGGETS
farieke01,Kenneth Faried,2012,DENVER NUGGETS
farieke01,Kenneth Faried,2013,DENVER NUGGETS
farieke01,Kenneth Faried,2014,DENVER NUGGETS
farieke01,Kenneth Faried,2015,DENVER NUGGETS
farieke01,Kenneth Faried,2016,DENVER NUGGETS
farieke01,Kenneth Faried,2017,DENVER NUGGETS
farieke01,Kenneth Faried,2018,DENVER NUGGETS
farieke01,Kenneth Faried,2019,TOT
farieke01,Kenneth Faried,2019,BROOKLYN NETS
farieke01,Kenneth Faried,2019,HOUSTON ROCKETS
curryst01,Stephen Curry,2010,GOLDEN STATE WARRIORS
curryst01,Stephen Curry,2011,GOLDEN STATE WARRIORS
curryst01,Stephen Curry,2012,GOLDEN STATE WARRIORS
curryst01,Stephen Curry,2013,GOLDEN STATE WARRIORS
curryst01,Stephen Curry,2014,GOLDEN STATE WARRIORS
curryst01,Stephen Curry,2015,GOLDEN STATE WARRIORS
curryst01,Stephen Curry,2016,GOLDEN STATE WARRIORS
curryst01,Stephen Curry,2017,GOLDEN STATE WARRIORS
curryst01,Stephen Curry,2018,GOLDEN STATE WARRIORS
curryst01,Stephen Curry,2019,GOLDEN STATE WARRIORS
randoza01,Zach Randolph,2002,PORTLAND TRAIL BLAZERS
randoza01,Zach Randolph,2003,PORTLAND TRAIL BLAZERS
randoza01,Zach Randolph,2004,PORTLAND TRAIL BLAZERS
randoza01,Zach Randolph,2005,PORTLAND TRAIL BLAZERS
randoza01,Zach Randolph,2006,PORTLAND TRAIL BLAZERS
randoza01,Zach Randolph,2007,PORTLAND TRAIL BLAZERS
randoza01,Zach Randolph,2008,NEW YORK KNICKS
randoza01,Zach Randolph,2009,TOT
randoza01,Zach Randolph,2009,NEW YORK KNICKS
randoza01,Zach Randolph,2009,LOS ANGELES CLIPPERS
randoza01,Zach Randolph,2010,MEMPHIS GRIZZLIES
randoza01,Zach Randolph,2011,MEMPHIS GRIZZLIES
randoza01,Zach Randolph,2012,MEMPHIS GRIZZLIES
randoza01,Zach Randolph,2013,MEMPHIS GRIZZLIES
randoza01,Zach Randolph,2014,MEMPHIS GRIZZLIES
randoza01,Zach Randolph,2015,MEMPHIS GRIZZLIES
randoza01,Zach Randolph,2016,MEMPHIS GRIZZLIES
randoza01,Zach Randolph,2017,MEMPHIS GRIZZLIES
randoza01,Zach Randolph,2018,SACRAMENTO KINGS
aldrila01,LaMarcus Aldridge,2007,PORTLAND TRAIL BLAZERS
aldrila01,LaMarcus Aldridge,2008,PORTLAND TRAIL BLAZERS
aldrila01,LaMarcus Aldridge,2009,PORTLAND TRAIL BLAZERS
aldrila01,LaMarcus Aldridge,2010,PORTLAND TRAIL BLAZERS
aldrila01,LaMarcus Aldridge,2011,PORTLAND TRAIL BLAZERS
aldrila01,LaMarcus Aldridge,2012,PORTLAND TRAIL BLAZERS
aldrila01,LaMarcus Aldridge,2013,PORTLAND TRAIL BLAZERS
aldrila01,LaMarcus Aldridge,2014,PORTLAND TRAIL BLAZERS
aldrila01,LaMarcus Aldridge,2015,PORTLAND TRAIL BLAZERS
aldrila01,LaMarcus Aldridge,2016,SAN ANTONIO SPURS
aldrila01,LaMarcus Aldridge,2017,SAN ANTONIO SPURS
aldrila01,LaMarcus Aldridge,2018,SAN ANTONIO SPURS
aldrila01,LaMarcus Aldridge,2019,SAN ANTONIO SPURS
bledser01,Eric Bledsoe,2011,LOS ANGELES CLIPPERS
bledser01,Eric Bledsoe,2012,LOS ANGELES CLIPPERS
bledser01,Eric Bledsoe,2013,LOS ANGELES CLIPPERS
bledser01,Eric Bledsoe,2014,PHOENIX SUNS
bledser01,Eric Bledsoe,2015,PHOENIX SUNS
bledser01,Eric Bledsoe,2016,PHOENIX SUNS
bledser01,Eric Bledsoe,2017,PHOENIX SUNS
bledser01,Eric Bledsoe,2018,TOT
bledser01,Eric Bledsoe,2018,PHOENIX SUNS
bledser01,Eric Bledsoe,2018,MILWAUKEE BUCKS
bledser01,Eric Bledsoe,2019,MILWAUKEE BUCKS
gasolpa01,Pau Gasol,2002,MEMPHIS GRIZZLIES
gasolpa01,Pau Gasol,2003,MEMPHIS GRIZZLIES
gasolpa01,Pau Gasol,2004,MEMPHIS GRIZZLIES
gasolpa01,Pau Gasol,2005,MEMPHIS GRIZZLIES
gasolpa01,Pau Gasol,2006,MEMPHIS GRIZZLIES
gasolpa01,Pau Gasol,2007,MEMPHIS GRIZZLIES
gasolpa01,Pau Gasol,2008,TOT
gasolpa01,Pau Gasol,2008,MEMPHIS GRIZZLIES
gasolpa01,Pau Gasol,2008,LOS ANGELES LAKERS
gasolpa01,Pau Gasol,2009,LOS ANGELES LAKERS
gasolpa01,Pau Gasol,2010,LOS ANGELES LAKERS
gasolpa01,Pau Gasol,2011,LOS ANGELES LAKERS
gasolpa01,Pau Gasol,2012,LOS ANGELES LAKERS
gasolpa01,Pau Gasol,2013,LOS ANGELES LAKERS
gasolpa01,Pau Gasol,2014,LOS ANGELES LAKERS
gasolpa01,Pau Gasol,2015,CHICAGO BULLS
gasolpa01,Pau Gasol,2016,CHICAGO BULLS
gasolpa01,Pau Gasol,2017,SAN ANTONIO SPURS
gasolpa01,Pau Gasol,2018,SAN ANTONIO SPURS
gasolpa01,Pau Gasol,2019,TOT
gasolpa01,Pau Gasol,2019,SAN ANTONIO SPURS
gasolpa01,Pau Gasol,2019,MILWAUKEE BUCKS
knighbr03,Brandon Knight,2012,DETROIT PISTONS
knighbr03,Brandon Knight,2013,DETROIT PISTONS
knighbr03,Brandon Knight,2014,MILWAUKEE BUCKS
knighbr03,Brandon Knight,2015,TOT
knighbr03,Brandon Knight,2015,MILWAUKEE BUCKS
knighbr03,Brandon Knight,2015,PHOENIX SUNS
knighbr03,Brandon Knight,2016,PHOENIX SUNS
knighbr03,Brandon Knight,2017,PHOENIX SUNS
knighbr03,Brandon Knight,2018,Did Not Play
knighbr03,Brandon Knight,2019,TOT
knighbr03,Brandon Knight,2019,HOUSTON ROCKETS
knighbr03,Brandon Knight,2019,CLEVELAND CAVALIERS
matthwe02,Wesley Matthews,2010,UTAH JAZZ
matthwe02,Wesley Matthews,2011,PORTLAND TRAIL BLAZERS
matthwe02,Wesley Matthews,2012,PORTLAND TRAIL BLAZERS
matthwe02,Wesley Matthews,2013,PORTLAND TRAIL BLAZERS
matthwe02,Wesley Matthews,2014,PORTLAND TRAIL BLAZERS
matthwe02,Wesley Matthews,2015,PORTLAND TRAIL BLAZERS
matthwe02,Wesley Matthews,2016,DALLAS MAVERICKS
matthwe02,Wesley Matthews,2017,DALLAS MAVERICKS
matthwe02,Wesley Matthews,2018,DALLAS MAVERICKS
matthwe02,Wesley Matthews,2019,TOT
matthwe02,Wesley Matthews,2019,DALLAS MAVERICKS
matthwe02,Wesley Matthews,2019,NEW YORK KNICKS
matthwe02,Wesley Matthews,2019,INDIANA PACERS
kiddgmi01,Michael Kidd-Gilchrist,2013,CHARLOTTE BOBCATS
kiddgmi01,Michael Kidd-Gilchrist,2014,CHARLOTTE BOBCATS
